review_title,review_body,review_author,review_rating,review_date,review_helpful_votes
Nice Laptop,"Nice laptop for the price. My last Asus lasted almost 8 years of daily usage and it's still going, but some keys started to fail. I used it for part business and part home. You just can't beat the quality build of an Asus and this Tuf-15 is no exception. The first thing I did was to uninstall Windows 10 and switched the operating system to Linux (Pop!_OS) and works flawlessly. Microsoft has become so intrusive into our privacy. I just ordered more memory and a second M.2 NVMe hard drive from Amazon. I will run Windows inside of VirtualBox, so I can run programs I need. Don't hesitate to grab this one while they are still available, you won't regret it.",Ernest L.,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on March 5, 2022",2 people found this helpful
Great PC for gaming & everyday use,"For the price I bought it for at a discount, it’s a great PC to have for gaming & everyday use. The battery does drain fast but. When you are gaming it is a great a experience. It’s great for gaming on the go.",Bryan Rodriguez,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on October 13, 2022",One person found this helpful
Cost-effective,Good performance at this price.,Vincent,4.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on March 5, 2022",
Great budget friendly labtop.,I totally love this labtop I've owned Asus laptops before never ever let me down looks amazing love the lights on the keyboard it does get a little hot but thats normal for gameing labtops and desktop.gameing in general I feel for its price it should last a really long time best part asus offers a product protection plan 1yr free with this new purchase just have to register it online. Highly recommend for budget gaming. Only downs no Webcam no option to upgrade the hard drive so if you want more space you have to get a external hard drive also no optical drive but not to worry about that since I use it primary for games. Things I can work with.,Amazon Customer,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on July 18, 2021",39 people found this helpful
BBB,"Por el precio es lo mejor, cuando puse gta v al maximo va super fluido a la perfeccion. Los ventiladores trabajan al maximo por lo cual hacen ruido. Va muy muy bien para trabajos normales y uno que otro juego que tengo.",Alex gavilema,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on January 8, 2022",
Fairly good.,"There isn't a camera, but it runs really well for games on steam like Rust though it does take a bit to get loaded in. Battery life is decent.",Tay/Kaitlyn Johnson,4.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on July 1, 2022",
Good entry level gaming laptop,Casing looks cool but is a plastic assembly. RTX3050TI is runs most games Smoothly. Is an ok laptop for a moderate gamer on a low budget. I don't play much so I'm happy with my purchase. I would have preferred to save a little more and get one with a better GPU.,Kelly,3.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on July 24, 2022",
Snappy Fast!!,"I've had the laptop for approx. a month, and there hasn't been one negative so far.  Its super fast already with 8g ram.  I was planning on upgrading to 16 ram, but I don't think i need to...",Hall of Famer,4.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on March 10, 2022",
Highly recommended,"This company is very responsive immediately. They were of great help when I had a question and product was shipped same day and delivered by next two days when delivery date was way later. They made it happen. The laptop is amazing, highly recommend this company and products!",Brittany C.,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on December 19, 2021",
Great gaming PC,Great for the money!!!,Buyerrrrrr,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on July 24, 2022",3 people found this helpful
"Muy buen equipo, no tiene camara","El equipo es excelente, supremamente rapido, corre muy bien juegos en alta calidad sin recalentarse.",Luis M.,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on April 22, 2022",
Amazing!!!,"The only downfall is, it doesn't have a camera. Other than that, everything has been working really smoothly, it loads supper fast and I'm overall pretty happy with this purchase.",Amazon Customer,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on March 22, 2022",
ok for a typical computer,"It is a beautiful machine but hardware wise it is a no go...  The memory only works in single channel mode (single slot on the MB), the second discrete gpu never kicks in no matter what you do plus the i7 is only a quad core.  You can get a bottom end HP with a Ryzen 5 processor for half the price and it will be more stable and faster.  As far as the discrete gpu, it is a known problem with posts all over the web with no resolution.  I have reinstalled windows, used generic NVIDIA drivers and specific 3050 drivers.  I have uninstalled the intel (in processor) gpu and the NVIDIA 3050 still does not kick in.  If you want a TUF computer, look at another model.  This one is a no-go.  There are several models under the TUF15 name.  this one is the TUF516PE.  Good luck.",mkm,3.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on July 26, 2022",One person found this helpful
Solid gaming computer,"Great computer that runs really smooth. I had an issue with my previous laptop running so slow even when I first bought it. Now that I have this one, it’s so satisfying to have a computer that finally works the way it should. I’m not playing crazy high quality video games but Dota 2 runs perfect, I’m pretty sure it can handle most games. Over all satisfied",Eric Garcia,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on May 9, 2022",
buen producto,muy buen producto,Cliente de Amazon,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on June 1, 2022",
TUF DASH 15,"Everything is fine with almost games, but I play forza 5 with my 8GB RAM not enough with this game, also there's main problem with this laptop the battery is bad with the games",abdulla,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on June 19, 2022",
Refurb: Juan/Amazon dropped the ball here.,"Mine was a refurb unit, clearly not refurbed. It was not working upon opening machine. Because I am an IT nerd I instantly took it apart. Which I quickly found was done previously. Took me a bit but I found that the power button ribbon cable appeared RIPPED out its plug. Ez fix, but when it came back on the original owners (Juan) account was on the drive… oh boy thats a security issue but Im a good guy Ill just wipe it and fresh install the OS. Timejump to 4am me about to strangle this thing From the bitlocked profile unable to let me turn off safeboot for reimaging to the real difficult back plate removal. If you want to wipe it you gotta turn off a bios setting with no description. VRM or something. Or else OS install wont see the drive. No sleep that night but its now working. I hope the ripped out ribbon cable/plug stays in place and isnt damaged or thats the first thing to go. Seems like a great laptop if it wasnt screwed up from prev owner and amazon itself.",WeAreDoomed,3.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on September 23, 2021",2 people found this helpful
Great budget laptop,"I might update this at a later date if I find something to be good or bad, and please note I am not a professional reviewer, I'm just basing this on how it fits my needs.",Akshar,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on July 27, 2021",24 people found this helpful
Not as good as you might think,"Only has 3 USB slots. Not 4. Only has 1 RAM slot, be aware of this if upgrading. Has 8 gb of RAM integrated so there will be no RAM to remove when upgrading. The CPU and GPU seem to run very high on most games I have tested. CPU being the bottleneck here. CPU running at 60-100% during most of the games I play. Decent little machine, but I expected more from this i7 to be honest. Also I would suggest getting a laptop cooling pad  to extend the life of the machine, as it heats up quickly during those high % usages even with the fan in performance or turbo mode. When running on battery power I have noticed reduced performance and lag in many windows applications, and even wifi stuttering. Immediately returns to normal performance once plugged back in to the AC adapter.",T.S. Day,3.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on March 3, 2022",
"efficient, sturdy, fast, no cam","I shopped a long time for a laptop that met some bizarre requirements for for FHD frame rates even though I do not game. But my last 3 Asus purchases (desktop, tablet, 17"" laptop) have been quality products and this seems to be no exception.",Rod,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on October 31, 2021",4 people found this helpful
Used for gaming,Perfect for light gaming. No trouble out of it.,Seth Marshall,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on October 1, 2022",One person found this helpful
Default Armoury crate kills,"I gotta say, this PC's specs had me going. I was all excited and ready to game and work using this thing. Saw YT reviews and unboxing and was ready for it. Expected 70-90 fps with Warzone.",Collet M,2.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on September 1, 2021",8 people found this helpful
