,Hardware Sentences,Hardware Polarity
1040,"the screen looks good, it has 16gb of ram, 512mb hdd, dedicated video card to handle some video encoding or light gaming (when your kids grab it), the keyboard is back lit, hdmi out, 2 usb 3.0, usb c, rather good battery life if you balance the power options, and it is light but not light that it feels cheap. | the power adapter for this acer swift is very small and delicate, the ram is soldered on so if the ram gives you issues its not as easy as popping in a new stick, it comes with more bloat ware apps installed than my last oem laptop and lack of any additional inputs, besides the 2 usb, 1 usb c hdmi, and a headset port. | overall i like the laptop, but soldering on the ram sucks, and give me another usb at least 3 should be a minimum to call this a ""creator"" laptop.",Positive
1041,i am not a big fan of touchpads but i really enjoy the stylus that comes with this machine and its implementation. | i also am not a fan of the keyboard.,Positive
1042,"the first time i attempted to use my webcam for a important zoom interview, it would not work. | when it was determined that losing all of my content was for nothing, they finally checked the device manager and discovered that no webcam drivers had been installed!",Positive
1043,it is an awesome gaming laptop.i chose the lowest one rtx 3060 yet it plays elden ring on max setting without even straining one bit.only down side is the weight but then again it is manageable.it does not have a camera but that does not bother me.all in all this is an awesome machine which can handle any demanding game that exist for a reasonable price.go for it.,Positive
1044,"it is so easy, fast, sleek, great keyboard for fast typing, great screen quality and more.",Positive
1045,i just got the computer and came right on time turn it on it was a breeze nice bright led screen the memory small so you should really looking into upgrading that and if you did not know already buy a mouse!,Positive
1046,"it lacks an ethernet port and backlit keyboard, but those are things you can know up front before you buy. | what you do not know before you buy it, is how terrible the keyboard is going to be. | when you type on the keyboard you can feel the entire palm rest of the laptop moving up and down. | if you just give a slight press on the keyboard you can see how there are seemingly no posts inside to give the laptop and internal support structure. | this is the sort of thing i expect to see on the cheap 3rd party keyboard replacements you can buy on here and ebay but not what i expect from oem.",Negative
1047,"webcam, mic, screen, backlit keyboard, touchpad, processor speed all worked great.",Positive
1048,"i liked this laptop, but the keyboard stopped working after 11 months which is just unacceptable. | i got a wireless keyboard and mouse which works okay, but makes the laptop not very portable. | it is basically functioning as a tablet now, and of course the return window ended at the exact time the keyboard quit working.",Positive
1049,i also find the trackpad is sticking sometimes,Neutral
1050,"after a few months with this laptop, the touchpad no longer works.",Negative
1051,everything about it is amazing although the keyboard is a big hard to clean other than that its a 10/10,Positive
1052,"over time the screen became worse and worse - to the point where it blacked out and i only saw lines on the screen and it was unusable so, i took it to a local repair and they said that a wire from the computer to the screen was not properly installed.",Negative
1053,"our criteria was we wanted led backlit hd screen, backlit keyboard, aluminum shell/case, attractive, full qwerty keyboard with numeric keypad, good battery life, fingerprint reader, ample ports with hdmi, light weight, slim bezel, and fast.",Positive
1054,maybe add another usb 3.x port. | i like the light up keyboard.,Positive
1055,"only two ports, one of which must provide power, means a constant juggling act with dongles, most of which will dramatically reduce transfer speeds over a direct usb-c connection. | try finding a dongle with four usb-c connectors.",Positive
1056,the touchpad freezes every other day and stops working.,Negative
1057,has not even been a full 3 months of using this laptop and the frame from the side of the keyboard just pops off when you open and close the laptop.,Positive
1058,"this laptop has a better trackpad than the latitude, but not as good as the one on the t460s, but very close. | the keyboard on this one again comes close to both the latitude and the thinkpad(in terms of key feel, not in quality. | the keyboard on this one may be made of cheaper materials).",Positive
1059,i love the packaging as well it came inside two boxes and had squishy things on it for extra protection which made me even more happy!!,Positive
1060,last had a macbook pro 13” in about 2015 when we had real ports.,Positive
