,Audio Sentences,Audio Polarity
718,"it setup immediately and even recognized his usb dock which allowed him to connect wireless mouse, keyboard and speakers.",Neutral
719,after i finished set up i went to online webcam test and audio test and everything works great.,Positive
720,the brightness and sound quality is good for what you pay for.,Positive
721,the sound quality is fine and it is fast enough for what i need it for.,Positive
722,"emulates games perfectly, the sound is surprisingly crisp for laptop speakers.",Positive
723,my only issue is that you can barely hear anything through the speakers.,Positive
724,huge flaw: the speakers on this laptop are on the bottom of the laptop.,Positive
725,the audio im guessing is decent......if the speakers werent pointed downward into my legs while the laptop is in my lap. | completely muffles the speakers.,Positive
726,"i was okay with it, although the speakers are terrible and turned all the way up will not let you hear anything. | i chose to return it instead and buy the hp, with awesome speakers and a good keyboard.",Positive
727,the speakers are not excellent. | a number of their online lessons we could hardly hear the instruction so i did order speakers for it.,Negative
728,only thing that kind of bugs me is that the speakers are clear but they are as loud as my iphone 7's speakers.,Positive
729,"everything about it from the os, to the quirky and cool touch bar, to the rich speakers.",Positive
730,the speakers are on the quiet side.,Neutral
731,"perfect for watching movies, but wish the sound quality was better.",Positive
732,"the speakers are alright, but i do not mind since i use my bluetooth headphones with it.",Neutral
733,the speakers are bottom mounted which lowers the sound output but nonetheless it is sufficient for quiet room viewing of netflix or youtube.,Positive
734,"functions very well, my only gripe is the speakers, not consistent for certain functions.",Positive
735,the only negatives i found so far are the sound which is too low and the positioning of the power button.,Positive
736,speakers are pretty quiet with only treble though.,Positive
737,the sounds on my acer laptop does not work anymore.,Neutral
738,"for the price, i cannot even complain about the low sound quality, as external speakers are an easy option.",Positive
739,crappy speakers.,Neutral
740,the only thing that i do not like is that it does not get very loud but there are speakers and headphones to easily fix that.,Positive
741,extremely low audio output though! | speakers are located just underneath the laptop.,Neutral
742,"speakers, keyboard and (non-touchscreen) display are all great improvements over her old lenovo.",Positive
743,"the speakers are alright, but i do not mind since i use my bluetooth headphones with it.",Neutral
744,"you cannot hear anything with the built in realtek speakers, volume at 100% is like 30% on my other computers.",Negative
745,"sound quality was a concern. | if you prop the front of the laptop up slightly, not covering the speakers, the quality improves also.",Positive
