,Display Sentences,Display Polarity
1121,"screen looks great, although bends with pressure.",Positive
1122,"the touch screen is great, excellent battery life, and great brightness.",Positive
1123,"i like the screen size and the fact that this is quick for having a lower tier cpu. | the screen is bright and sharp and the os is quick, at least until it gets bloated with all the junk we acquire. | this is a great budget laptop with a crisp display, which is really nice for us older folks!",Positive
1124,"like: touch screen, sturdiness, keyboard, decent storage, loads websites quickly enough",Positive
1125,there is an issue with the screen.,Neutral
1126,screen was a bit dingy in appearance. | colors and resolution lefy a bit to be desired. | decided to buy a different chromebook with a better display.,Positive
1127,"the chassis is so flexible that i cannot adjust the screen angle without moving the power connector on the motherboard, which causes the machine to shut down.",Negative
1128,screen quit working after few weeks.,Negative
1129,"needed large screen, screen is excellent.",Positive
1130,its very lightweight and the screen quality is so good.,Positive
1131,the video screen is assum and perfect colors.,Positive
1132,touchscreen is great.,Positive
1133,i cannot comment on the touch screen or gaming since i do not use it that way,Neutral
1134,"no surprise here theres a huge dent visible from the outside and upon opening it, it is dented all the way to the screen.",Positive
1135,this is not a touch screen which is why i was unable to give it any stars for that.,Negative
1136,"the display is excellent especially for the price, and i like the rbg keyboard.",Positive
1137,"the touch screen was responsive and i had no issues with it, though i prefer using a mouse so i connected one as well.",Neutral
1138,also my first laptop the screen just stopped working...and the new one froze twice in the first day of use.,Positive
1139,i searched touch screen computers and this popped up.. this is no touch screen laptop so disappointed,Negative
1140,the screen is crystal clear and great graphics.,Positive
1141,getting email took three screen selections; games did not play or froze before loading; browser difficult to navigate - it will be returned asap!,Negative
1142,touch screen stopped working after first hour of use.,Positive
1143,the screen quality is fabulous.,Positive
1144,"screen quality sucks, it randomly will glitch out and cause the whole screen to go purple, it turns yellow and green into orangeish, slow unless you are only running like three chrome windows, touchpad isnt very responsive, and it does not have a touchscreen.",Negative
1145,"holds great while not using it but if the screen is on, it only lasts maybe 3 hours.",Positive
1146,"good keyboard, trackpad and screen.",Positive
1147,the screen is flawless and sharp which is pleasant to look at when watching youtube videos.,Positive
1148,no touch screen.,Neutral
1149,"while doing a prompted update, my acer got a blue screen.",Neutral
1150,i love how slim and handy it can be.. plus its touchscreen.yay,Positive
1151,the screen resolution looked exceptional to me.,Positive
1152,i like how clear the screen is and how fast it is.,Positive
1153,nice screen.,Positive
1154,"this computer is lightning fast, a dream to type on, and it has a beautiful screen.",Positive
1155,put in a 500gb samsung ssd drive and gave me the black screen of death permanently.,Negative
