,Storage Sentences,Storage Polarity
539,it is a real pain to rip the back off to upgrade ram and storage but it was possible with some effort.,Positive
540,i got this for christmas last year and i thought my old chromebook was bad but this is worse so aside from a garbage storage terrible ram that can barely open chrome do not spend your money on this i hate apple but i would even say go shell out for macbook mine can barely even run doki-doki literature club a visual novel so the rams awesome terrible + this is the problem with most windows products it struggles to open chrome it cannot use youtube the amount of problems i have had with netflix on it is a how old laptop from 2004 probably better than this,Negative
541,would give zero stars if i could .the memory ram only 8gb not the 16gb.i use test software test this laptop and found the hard drive had run up to 100 hours.it likes renew product.,Negative
542,boots up quick from ssd.,Positive
543,"could use more storage space but you get everything else you need in a mid range, flag ship laptop for lower spec laptops price without giving up much besides storage.",Positive
544,"there are plenty of ports, including usb-a and usb-c, plus hdmi and ethernet.",Neutral
545,going to upgrade ssd and memory.,Neutral
546,"i never have the best of luck with laptops but when i looked at the storage and all the specifications, i knew this was right for me.",Positive
547,i also bought an external hard drive because it does not have much space with all the crap it came prepackaged with.,Negative
548,"the picture included is a comparison with my acer 1440p 144hz tn panel that cost bout the same as the entire laptop itself, as bunch of the other reviews suggest, i highly recommend getting another 4gb ram (as 2gb goes towards the onboard graphics) , and another drive for more storage.",Positive
549,easy to upgrade ram and hdd.,Positive
550,"i consider it a laptop for normal day-to-day use, to perform tasks in excel, to do documents, to browse the web, are things that make them very easily the solid state disk (128 ssd) allows you to open programs with very easily, even with the basic specifications you will have a very good performance and speed, i have installed autocad 3d which is the program that i normally have installed on my macbook pro and it turns out that it runs without any complications.",Positive
551,this was a replacement for an older version of the same machine which had an old hard drive which failed.,Negative
552,easily expanded storage by adding a 500gb hdd.,Positive
553,"it took some adjusting for me to go from a regular desktop to a chrome book, where everything is done in the cloud, but since i have been using dropbox and other online programs for storage, photo editing, etc., the transition has been overall going smoothly.",Positive
554,i have only had this laptop for a year and the hard drive crashed.,Negative
555,a 512gb ssd is not good for much and i planned to put another m.2 card in along with doubling the ram.,Negative
556,"storage is only 512 gb which, after i had installed seven games and my spotify collection, was 97% full already.",Positive
557,it is hd so that is awesome!,Positive
558,"compare with samsung 11.6” chromebook, monitor is better, response faster and more storage space",Positive
559,"as others have mentioned, the computer has some room for upgrades, for example an extra 2.5 inch hdd or ssd. | however, one must unscrew the little connector for the hdd, and take off the little ribbon cable that is under the plastic. | this little piece connects to the hdd/or ssd and the motherboard.",Negative
560,"1080p ips screen, 128gb m.2 ssd, ryzen 3rd generation cpu, vega 3 graphics (serviceable for integrated graphics), 2 ram slots for dual channel memory, expansion for another traditional 2.5 hdd/ssd.",Neutral
561,decent storage overall.,Positive
562,going to upgrade ssd and memory.,Neutral
563,great laptop.i upgraded mine with 1tb ssd card and 2x 16 gb sdr ram.fast great for games,Positive
564,"i have had my macbook pro m1 (8gb, 256gb storage) for 2 or 3 months now... i can honestly say i regret purchasing this so much.",Positive
565,this is a great laptop especially when i added 4gb of ram and a samsung ssd 860 evo.,Positive
566,"it has slim size, light weight and contains m.2 slot for upgrade, hd screen is good for streaming movies, contains numeric keypad, it comes with windows 11 & office365(1yr).",Positive
567,hdmi connection and bluetooth work great for connection to wahoo kickr trainer and wahoo hr monitor.,Positive
568,i would only upgrade the m.2 ssd for more capacity (250gb is not enough),Positive
569,the listing says 256g ssd - but mine arrive with 512g - which was verified by from info printed on the hp shipping label on their box.,Neutral
570,solid amount of storage for the size.,Neutral
571,got for a steam gamer kid's birthday.,Neutral
572,"with 16gb of memory, i5 processor and a 512gb ssd, it is incredibly fast to boot up, even from a full shut down.",Positive
573,it was a present for my daughter 15th birthday and she really enjoy the computer,Positive
574,it does not matter how much storage i clear the thing is just not worth a penny.,Positive
575,"could use a bit more storage, but that is possible to upgrade, if you need a laptop, and have $300 to 350$ us [$500] cdn.",Positive
576,i bought this laptop having a 1 tb hdd and 32 gb of ram to add into the system.,Neutral
577,and the agent also said you cannot add 500gb ssd which is not true!!!!!,Negative
578,i love having an ssd because it just runs so fast and quiet.,Positive
579,it is great of you embrace the cloud for file storage,Positive
