,Price Sentences,Price Polarity
1749,"the build quality is pretty good, does not feel cheap, is is quite light.",Positive
1750,both about the same price and both in windows s-mode. | and a comment on my favorite feature which is why i wanted to compare the asus v/s the acer was for the backlit keyboard on these cheaper laptops.,Positive
1751,"all in all, fantastic computer for the price and would absolutely recommend it.",Positive
1752,"the touch screen is such a bonus on this inexpensive, super light-weight laptop.",Positive
1753,"i have had gaming laptops that were almost twice the price of this one, that did not impress me as much as this.",Positive
1754,priced like a toy.,Neutral
1755,waste of my money.,Negative
1756,"i will pay to have it repaired, but it is unacceptable for a chromebook at this price point to fail after barely a year. | i have other chromebooks at a fraction of the price running perfectly after well over 5 years.",Positive
1757,the computer in its basic configuration is a great bargain for the price.,Positive
1758,"it is not a gaming computer and the internal speakers are low, but a cheap external speaker fixes that.",Positive
1759,great for all aaa titles and over all great for the price.,Positive
1760,great laptop for the price.,Positive
1761,awesome value. | speakers could be a little better but everything else fpr the price well overshines that,Positive
1762,i am so glad i did this instead of spending money to do things we all can do.,Positive
1763,"the screen is the perfect size, it is not too heavy but it does not feel cheap. | i feel like for the high quality and the low price, this is a super good deal!",Positive
1764,"in short, this is a well-made laptop at a great price for what you get!",Positive
1765,very good laptop for the money.,Positive
1766,good cost for a light and visual laptop.,Positive
1767,"so this was the first non high-end gaming laptop i have ever purchased, with the intent of using it as a cheap laptop to carry around for school, work, and general basic use. | it seems to be built well and feels of decent quality (not super cheap feeling).",Positive
1768,you definitely will not be wasting your money!,Neutral
1769,"when everything we had was destroyed by smoke, we had to discard our expensive laptops we used for business and pleasure. | this has served us well, and i recommend it as an affordable laptop that is much better than the cheapest models.",Neutral
1770,this one is one of the best in this price range.,Positive
1771,the screen is very nice for the price.,Positive
1772,this is a budget priced laptop that is more powerful than most budget desktops its price.,Positive
1773,save your money and buy an hp laptop.,Neutral
1774,"i just needed this to begin working from home, and for the price it is great!",Positive
1775,for what you get this is priced very well.,Positive
1776,for your basic computer needs... i love this laptop for the price.,Positive
1777,imagine growing old while waiting for the expensive dell laptop to stop spinning to open and then seeing what acer can do. | price is also amazing as you can buy 3 acer laptops for the price one dell.,Positive
1778,not worth 400$ i would give it 150$ and that is being generous,Negative
1779,"my first review was to return it but since it was good for value, i decided to keep it.",Positive
1780,totally worth it!,Positive
1781,amazing deal for the price.,Positive
1782,"so when my daily personal use laptop failed me, i was able to buy another acer aspire 5 almost cheaper than fixing the old one.",Positive
